region,FBI_cnt,sv_group_cnt,sample_cnt,SRR3760937,SRR3760940,SRR3825071,SRR3987259,SRR5114912,SRR5115059,SRR3760936,SRR3760945,SRR3760946,SRR3760949,SRR3760954,SRR3760957,SRR3760960,SRR3760962,SRR3760965,SRR3760970,SRR3760973,SRR3760975,SRR3760978,SRR3760985,SRR3760987,SRR3760995,SRR3760996,SRR3760997,SRR3761001,SRR3761002,SRR3761005,SRR3761011,SRR3761013,SRR3761015,SRR3761020,SRR3761024,SRR3761025,SRR3761026,SRR3761030,SRR3761033,SRR3761035,SRR3825048,SRR3825050,SRR3825053,SRR3825058,SRR3825060,SRR3825064,SRR3825068,SRR3825076,SRR3825079,SRR3825081,SRR3825083,SRR3825086,SRR3825088,SRR3825093,SRR3825094,SRR3825096,SRR3825098,SRR3825100,SRR3825106,SRR3825108,SRR3825112,SRR3825121,SRR3825123,SRR3825125,SRR3825132,SRR3825137,SRR3825141,SRR3825142,SRR3825143,SRR3825145,SRR3825147,SRR3928800,SRR3928803,SRR3928804,SRR3928807,SRR3928810,SRR3928822,SRR3928827,SRR3928830,SRR3928831,SRR3928834,SRR3928841,SRR3928842,SRR3928843,SRR3928849,SRR3928850,SRR3928851,SRR3928856,SRR3928859,SRR3928863,SRR3928866,SRR3928871,SRR3928872,SRR3928873,SRR3928875,SRR3928878,SRR3928879,SRR3928888,SRR3928889,SRR3928890,SRR3928891,SRR3928892,SRR3928894,SRR3928897,SRR3931724,SRR3931735,SRR3931736,SRR3931747,SRR3931752,SRR3931763,SRR3931771,SRR3931775,SRR3931776,SRR3931781,SRR3931782,SRR3931787,SRR3931791,SRR3931792,SRR3931811,SRR3931812,SRR3931816,SRR3931817,SRR3931827,SRR3931829,SRR3931830,SRR3931833,SRR3931835,SRR3931840,SRR3931846,SRR3931851,SRR3931856,SRR3931857,SRR3931859,SRR3931877,SRR3931880,SRR3945280,SRR3945282,SRR3945287,SRR3945294,SRR3945296,SRR3945299,SRR3945301,SRR3945303,SRR3945309,SRR3945312,SRR3945315,SRR3945316,SRR3945317,SRR3945319,SRR3945326,SRR3945327,SRR3945332,SRR3945336,SRR3945341,SRR3945343,SRR3945349,SRR3945352,SRR3945469,SRR3945470,SRR3945476,SRR3945477,SRR3945479,SRR3945484,SRR3945487,SRR3945488,SRR3945489,SRR3945491,SRR3945494,SRR3949322,SRR3949329,SRR3949330,SRR3949332,SRR3949333,SRR3949343,SRR3949346,SRR3949347,SRR3949358,SRR3949367,SRR3949371,SRR3949377,SRR3949380,SRR3949381,SRR3949384,SRR3949387,SRR3949391,SRR3949394,SRR3949401,SRR3949402,SRR3949403,SRR3949404,SRR3949410,SRR3949414,SRR3949422,SRR3949424,SRR3949431,SRR3953716,SRR3953729,SRR3953732,SRR3953737,SRR3953739,SRR3953744,SRR3953746,SRR3953748,SRR3953751,SRR3953754,SRR3953757,SRR3953759,SRR3953761,SRR3953765,SRR3953768,SRR3953774,SRR3953783,SRR3953785,SRR3953792,SRR3953798,SRR3953805,SRR3953809,SRR3953811,SRR3953813,SRR3953814,SRR3953820,SRR3953826,SRR3953827,SRR3953829,SRR3953836,SRR3953840,SRR3953841,SRR3953843,SRR3953844,SRR3953847,SRR3953849,SRR3987226,SRR3987230,SRR3987234,SRR3987237,SRR3987238,SRR3987242,SRR3987244,SRR3987250,SRR3987251,SRR3987253,SRR3987258,SRR3987264,SRR3987270,SRR3987273,SRR3987276,SRR3987277,SRR3987280,SRR3987315,SRR3987316,SRR3987322,SRR3987324,SRR3987341,SRR3987345,SRR3987346,SRR3987349,SRR3987351,SRR3987357,SRR3987362,SRR3987363,SRR3987367,SRR3987369,SRR3989816,SRR3989819,SRR3989822,SRR3989823,SRR3989824,SRR3989826,SRR3989830,SRR3989831,SRR3989836,SRR3989839,SRR3989840,SRR3989845,SRR3989847,SRR3989850,SRR3989856,SRR3989860,SRR3989862,SRR3989863,SRR3989866,SRR3989869,SRR3989873,SRR3989877,SRR3989879,SRR3989881,SRR3989882,SRR3989888,SRR3989892,SRR3989893,SRR3989895,SRR3989897,SRR3989901,SRR3989905,SRR3989907,SRR4017544,SRR5114918,SRR5114921,SRR5114924,SRR5114927,SRR5114936,SRR5114948,SRR5114954,SRR5114957,SRR5114960,SRR5114963,SRR5114966,SRR5114969,SRR5114975,SRR5114978,SRR5114981,SRR5114984,SRR5114987,SRR5114990,SRR5114993,SRR5114996,SRR5114999,SRR5115002,SRR5115005,SRR5115008,SRR5115011,SRR5115017,SRR5115023,SRR5115026,SRR5115029,SRR5115032,SRR5115035,SRR5115041,SRR5115044,SRR5115047,SRR5115050,SRR5115053,SRR5115056
chr12:114000001-115000000,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825141_20_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3928851_18_sv.txt,SRR3928856_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945301_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:116000001-117000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953840_27_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:120000001-121000000,26,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825060_22_sv.txt,,,SRR3825076_33_sv.txt,,,SRR3825083_24_sv.txt,,,,,,,,,,,,,,,,,,SRR3825143_20_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3928859_20_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR3931763_29_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945494_17_sv.txt,,,,SRR3949332_18_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953748_24_sv.txt,,,,,,,,,,,,,,,SRR3953811_25_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987346_24_sv.txt,,,,,,,,,,,,,,SRR3989830_21_sv.txt,,,,,,,,,,,,,,,,,,,SRR3989888_24_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115023_21_sv.txt,,,,,,,,,,
chr12:121000001-122000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953748_24_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:123000001-124000000,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953849_27_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:125000001-126000000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949329_13_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:127000001-128000000,179,125,125,,,,,SRR5114912_27_sv.txt,,,,SRR3760946_30_sv.txt,,,,,,,,,SRR3760975_18_sv.txt,SRR3760978_28_sv.txt,,,SRR3760995_21_sv.txt,SRR3760996_25_sv.txt,,,,,SRR3761011_26_sv.txt,SRR3761013_18_sv.txt,SRR3761015_25_sv.txt,,,,SRR3761026_24_sv.txt,SRR3761030_20_sv.txt,,,SRR3825048_20_sv.txt,,,,,SRR3825064_26_sv.txt,,SRR3825076_34_sv.txt,,SRR3825081_19_sv.txt,SRR3825083_17_sv.txt,SRR3825086_22_sv.txt,SRR3825088_22_sv.txt,,SRR3825094_20_sv.txt,SRR3825096_20_sv.txt,,SRR3825100_26_sv.txt,SRR3825106_21_sv.txt,SRR3825108_24_sv.txt,,SRR3825121_22_sv.txt,,SRR3825125_16_sv.txt,SRR3825132_15_sv.txt,SRR3825137_16_sv.txt,SRR3825141_16_sv.txt,,SRR3825143_23_sv.txt,,,SRR3928800_20_sv.txt,SRR3928803_19_sv.txt,,,SRR3928810_18_sv.txt,,,,SRR3928831_29_sv.txt,,,,SRR3928843_21_sv.txt,SRR3928849_24_sv.txt,,,SRR3928856_26_sv.txt,SRR3928859_21_sv.txt,SRR3928863_1_sv.txt,SRR3928866_22_sv.txt,SRR3928871_16_sv.txt,,,,SRR3928878_27_sv.txt,SRR3928879_24_sv.txt,SRR3928888_11_sv.txt,,,SRR3928891_19_sv.txt,,,,SRR3931724_21_sv.txt,SRR3931735_21_sv.txt,SRR3931736_23_sv.txt,,SRR3931752_24_sv.txt,SRR3931763_30_sv.txt,SRR3931771_22_sv.txt,,SRR3931776_22_sv.txt,SRR3931781_8_sv.txt,SRR3931782_21_sv.txt,SRR3931787_17_sv.txt,,,,,,SRR3931817_11_sv.txt,,,,,SRR3931835_20_sv.txt,,,,,,,,,SRR3945280_29_sv.txt,,,,,SRR3945299_22_sv.txt,SRR3945301_27_sv.txt,,SRR3945309_21_sv.txt,SRR3945312_21_sv.txt,,SRR3945316_25_sv.txt,,,,SRR3945327_15_sv.txt,,,SRR3945341_21_sv.txt,,,,SRR3945469_22_sv.txt,,,,SRR3945479_14_sv.txt,SRR3945484_21_sv.txt,SRR3945487_22_sv.txt,SRR3945488_20_sv.txt,,,,,SRR3949329_12_sv.txt,,SRR3949332_19_sv.txt,,SRR3949343_17_sv.txt,,,SRR3949358_19_sv.txt,,,,,,,SRR3949387_29_sv.txt,,,,SRR3949402_20_sv.txt,SRR3949403_29_sv.txt,,,SRR3949414_24_sv.txt,SRR3949422_18_sv.txt,,,,,,,,,,SRR3953748_25_sv.txt,,,SRR3953757_19_sv.txt,,SRR3953761_26_sv.txt,SRR3953765_23_sv.txt,,SRR3953774_16_sv.txt,SRR3953783_21_sv.txt,SRR3953785_31_sv.txt,SRR3953792_21_sv.txt,,,SRR3953809_23_sv.txt,SRR3953811_26_sv.txt,SRR3953813_23_sv.txt,,,SRR3953826_14_sv.txt,SRR3953827_9_sv.txt,,SRR3953836_18_sv.txt,,SRR3953841_33_sv.txt,SRR3953843_17_sv.txt,,,,,SRR3987230_27_sv.txt,SRR3987234_23_sv.txt,,,SRR3987242_26_sv.txt,SRR3987244_23_sv.txt,,,,,SRR3987264_23_sv.txt,SRR3987270_12_sv.txt,,,,,,,,SRR3987324_20_sv.txt,,,,,,,,,,SRR3987369_24_sv.txt,SRR3989816_12_sv.txt,,SRR3989822_27_sv.txt,,,,SRR3989830_22_sv.txt,,,,,,,,,SRR3989860_25_sv.txt,,,SRR3989866_22_sv.txt,,,,SRR3989879_27_sv.txt,,SRR3989882_29_sv.txt,,,SRR3989893_27_sv.txt,,,SRR3989901_20_sv.txt,SRR3989905_25_sv.txt,,SRR4017544_10_sv.txt,,,,SRR5114927_11_sv.txt,,,,,,,SRR5114966_10_sv.txt,,,,SRR5114981_25_sv.txt,SRR5114984_14_sv.txt,SRR5114987_18_sv.txt,,,,SRR5114999_18_sv.txt,,,,SRR5115011_1_sv.txt,,SRR5115023_16_sv.txt,SRR5115026_14_sv.txt,SRR5115029_17_sv.txt,,SRR5115035_17_sv.txt,,,,SRR5115050_18_sv.txt,,
chr12:128000001-129000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825064_26_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:129000001-130000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953792_23_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987349_23_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:131000001-132000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825076_35_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr12:132000001-133000000,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825141_21_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945319_16_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3949322_17_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114918_1_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr13:20000001-21000000,26,15,13,,,,,,,,,,,,,,,,,,,,SRR3760985_27_sv.txt,,,,SRR3760997_21_sv.txt;SRR3760997_16_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928849_25_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945303_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949322_32_sv.txt,,,,,SRR3949343_18_sv.txt,,,,,,SRR3949377_23_sv.txt;SRR3949377_20_sv.txt,,,,,,,,,,,,,,,,,SRR3953729_15_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3953814_25_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987280_33_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989845_20_sv.txt,,,,,,SRR3989863_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115056_13_sv.txt
chr13:25000001-26000000,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953732_21_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987363_24_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr13:28000001-29000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928859_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr13:32000001-33000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989830_23_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr13:42000001-43000000,103,57,57,,,,,,,,,,,,,,,SRR3760965_23_sv.txt,SRR3760970_25_sv.txt,,SRR3760975_19_sv.txt,,SRR3760985_28_sv.txt,,,,,,,,,,SRR3761015_26_sv.txt,SRR3761020_26_sv.txt,,,,,,SRR3761035_16_sv.txt,,,,,,,,,,,,,,,,,SRR3825098_17_sv.txt,,,,,,,,,SRR3825137_22_sv.txt,SRR3825141_23_sv.txt,,,,,,,,,,SRR3928822_18_sv.txt,,,,,,,SRR3928843_23_sv.txt,,,,,,,,,,SRR3928873_27_sv.txt,SRR3928875_16_sv.txt,SRR3928878_29_sv.txt,,,,SRR3928890_20_sv.txt,SRR3928891_22_sv.txt,,,,,,,SRR3931747_25_sv.txt,,SRR3931763_31_sv.txt,,,,SRR3931781_31_sv.txt,,,,,,,,,,,,SRR3931833_15_sv.txt,,,,,,,SRR3931859_24_sv.txt,,,,SRR3945282_21_sv.txt,,,,,SRR3945301_29_sv.txt,SRR3945303_23_sv.txt,,,,,,,,,SRR3945332_24_sv.txt,,,SRR3945343_27_sv.txt,,,SRR3945469_25_sv.txt,,,,,SRR3945484_16_sv.txt,,,,,,SRR3949322_33_sv.txt,,SRR3949330_25_sv.txt,,,,,,SRR3949358_22_sv.txt,,,SRR3949377_24_sv.txt,SRR3949380_31_sv.txt,,,,,SRR3949394_19_sv.txt,,,,SRR3949404_17_sv.txt,,,,,,,,,SRR3953737_17_sv.txt,,SRR3953744_19_sv.txt,,,,,,,,,,SRR3953774_19_sv.txt,,,,SRR3953798_33_sv.txt,,SRR3953809_24_sv.txt,,,,,,,,,SRR3953840_5_sv.txt,,,,,,,,,,,,,,,,,,,SRR3987273_30_sv.txt,,,,,,,,,,,,,SRR3987357_21_sv.txt,,SRR3987363_26_sv.txt,,,,,,,,,,SRR3989831_22_sv.txt,,SRR3989839_23_sv.txt,,,,,SRR3989856_19_sv.txt,,,,,,,,SRR3989879_29_sv.txt,,,,,SRR3989893_28_sv.txt,,,,,SRR3989907_20_sv.txt,,,,,,,,SRR5114954_8_sv.txt,,,,,SRR5114969_13_sv.txt,,,SRR5114981_26_sv.txt,,SRR5114987_19_sv.txt,,,,,,,,SRR5115011_21_sv.txt,,,,,,,,,,,SRR5115053_26_sv.txt,
chr13:56000001-57000000,42,21,21,,,,,,,,SRR3760945_21_sv.txt,,,,,,,,,,,,,,SRR3760995_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928888_29_sv.txt,,,,,,,,,,,SRR3931752_25_sv.txt,,SRR3931771_23_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3931856_26_sv.txt,,,,,,,,,,,,SRR3945303_24_sv.txt,,,,,,SRR3945319_17_sv.txt,,,,,,,,,,SRR3945470_22_sv.txt,,,,,SRR3945487_23_sv.txt,,,,,,,,,,,,,,,,,SRR3949380_32_sv.txt,,,,,,,SRR3949402_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953814_26_sv.txt,,,,,,,SRR3953841_34_sv.txt,,,,,,,,,,,,,,,,,,,SRR3987276_18_sv.txt,,,,,SRR3987322_19_sv.txt,,,,,,,,,,,,,,,SRR3989823_22_sv.txt,,,,,,,,,,,,,,,,,,SRR3989877_15_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR5114960_11_sv.txt,,,,SRR5114975_25_sv.txt,,,,,,,,SRR5114999_22_sv.txt,,,,,,,,,,,,,,,,
chr13:60000001-61000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114990_12_sv.txt,,,,,,,,,,,,,,,,,,,
chr13:63000001-64000000,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928849_28_sv.txt,,,SRR3928856_29_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945489_17_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115050_19_sv.txt,,
chr13:65000001-66000000,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987345_24_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114960_13_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr13:71000001-72000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825106_22_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr13:78000001-79000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115023_23_sv.txt,,,,,,,,,,
