chrom_5p	bkpos_5p	strand_5p	chrom_3p	bkpos_3p	strand_3p	avg_cn
chr2	152589984	+	chr2	152589984	-	17

Group:4935 Translocation:False
chr2	152720034	+	chr2	152720034	-	23

Group:4936 Translocation:False
chr2	152923220	+	chr2	152923220	-	19

Group:4937 Translocation:False
chr2	153345719	+	chr2	153345719	-	17

Group:4938 Translocation:False
chr2	153896068	+	chr2	153896068	-	16

Group:4939 Translocation:False
chr2	154269906	+	chr2	154269906	-	15
chr2	154298680	+	chr2	154298680	-	14
chr2	154351682	+	chr2	154351682	-	22

Group:4940 Translocation:False
chr2	154939215	+	chr2	154939215	-	22

Group:4941 Translocation:False
chr2	155754615	+	chr2	155754615	-	29

Group:4942 Translocation:False
chr2	156293588	+	chr2	156293588	-	34
chr2	156368656	+	chr2	156368656	-	30

Group:4943 Translocation:False
chr2	157423466	+	chr2	157423466	-	15

Group:4944 Translocation:False
chr2	157554207	+	chr2	157554207	-	16
chr2	157554267	+	chr2	157554267	-	16
chr2	157653843	+	chr2	157653843	-	25
chr2	157594409	+	chr2	157594409	-	30

Group:4945 Translocation:False
chr2	157917326	+	chr2	157917326	-	12

Group:4946 Translocation:False
chr2	158406623	+	chr2	158406623	-	26

Group:4947 Translocation:False
chr2	158566479	+	chr2	158566479	-	26

Group:4948 Translocation:False
chr2	158791897	+	chr2	158791897	-	24

Group:4949 Translocation:False
chr2	159247930	+	chr2	159247930	-	23

Group:4950 Translocation:False
chr2	159519809	+	chr2	159519809	-	16

Group:4951 Translocation:False
chr2	159706084	+	chr2	159706084	-	20

Group:4952 Translocation:False
chr2	159874319	+	chr2	159874319	-	18

Group:4953 Translocation:False
chr2	160246958	+	chr2	160246958	-	22

Group:4954 Translocation:False
chr2	160426296	+	chr2	160426296	-	20

Group:4955 Translocation:False
chr2	161095805	+	chr2	161095805	-	19

Group:4956 Translocation:True
chr2	161281822	+	chr22	12175307	+	52
chr22	12175307	-	chr2	161281822	-	27

Group:4957 Translocation:False
chr2	162067037	+	chr2	162067037	-	17
chr2	162088811	+	chr2	162088811	-	25

Group:4958 Translocation:False
chr2	162822107	+	chr2	162822107	-	26

Group:4959 Translocation:False
chr2	162936841	+	chr2	162936841	-	25
chr2	163033487	+	chr2	163033487	-	19

Group:4960 Translocation:False
chr2	163431990	+	chr2	163431990	-	12

Group:4961 Translocation:False
chr2	163782524	+	chr2	163782524	-	24

Group:4962 Translocation:False
chr2	164012219	+	chr2	164012219	-	33
chr2	164064773	+	chr2	164064773	-	26
chr2	164144155	+	chr2	164144155	-	17
chr2	164160690	+	chr2	164160690	-	20
chr2	164245150	+	chr2	164245150	-	26

Group:4963 Translocation:False
chr2	165037525	+	chr2	165037525	-	24

Group:4964 Translocation:False
chr2	165599312	+	chr2	165599312	-	13
chr2	165667071	+	chr2	165667071	-	14

Group:4965 Translocation:True
chr2	165806592	+	chr3	87338022	+	22
chr3	87338022	-	chr2	165806592	-	19

Group:4966 Translocation:False
chr2	165914657	+	chr2	165914657	-	21

Group:4967 Translocation:False
chr2	166032203	+	chr2	166032203	-	30

Group:4968 Translocation:False
chr2	166835674	+	chr2	166835674	-	15
chr2	166835674	+	chr2	166835674	-	15

Group:4969 Translocation:False
chr2	167148417	+	chr2	167148417	-	22

Group:4970 Translocation:False
chr2	167563898	+	chr2	167563898	-	22

Group:4971 Translocation:False
chr2	167779150	+	chr2	167779150	-	27

Group:4972 Translocation:False
chr2	167935586	+	chr2	167935586	-	28
chr2	167956697	+	chr2	167956697	-	21

Group:4973 Translocation:False
chr2	168247544	+	chr2	168247544	-	29
chr2	168287805	+	chr2	168287805	-	35

Group:4974 Translocation:False
chr2	168528650	+	chr2	168528650	-	25
chr2	168559733	+	chr2	168559733	-	19

Group:4975 Translocation:False
chr2	168867741	+	chr2	168867741	-	44

Group:4976 Translocation:False
chr2	168975250	+	chr2	168975250	-	26
chr2	168975296	+	chr2	168975296	-	27
chr2	169017128	+	chr2	169017128	-	22
chr2	168975589	+	chr2	168975589	-	27

Group:4977 Translocation:False
chr2	169160682	+	chr2	169160682	-	24
chr2	169179812	+	chr2	169179812	-	30

Group:4978 Translocation:False
chr2	169465373	+	chr2	169465373	-	22
chr2	169468091	+	chr2	169468091	-	25
chr2	169468448	+	chr2	169468448	-	22
chr2	169562096	+	chr2	169562096	-	39
chr2	169468407	+	chr2	169468407	-	22
chr2	169561799	+	chr2	169561799	-	40

Group:4979 Translocation:False
chr2	169738999	+	chr2	169738999	-	22
chr2	169750102	+	chr2	169750102	-	23
chr2	169750102	+	chr2	169750102	-	23

Group:4980 Translocation:False
chr2	169890555	+	chr2	169890555	-	22
chr2	169890555	+	chr2	169890555	-	22

Group:4981 Translocation:False
chr2	170489634	+	chr2	170489634	-	30

Group:4982 Translocation:False
chr2	170648655	+	chr2	170648655	-	25

Group:4983 Translocation:False
chr2	170781735	+	chr2	170781735	-	17

Group:4984 Translocation:False
chr2	171048630	+	chr2	171048630	-	20

Group:4985 Translocation:False
chr2	171558477	+	chr2	171558477	-	29

Group:4986 Translocation:True
chr2	171866626	+	chr2	171866626	-	10
chr2	171898655	+	chr17	59349178	+	19
chr17	59349178	-	chr2	171898655	-	41
chr2	171976066	+	chr2	171976066	-	7
chr2	171984500	+	chr2	171984500	-	21

Group:4987 Translocation:False
chr2	172622272	+	chr2	172622272	-	17
chr2	172657443	+	chr2	172657443	-	27
chr2	172752037	+	chr2	172752037	-	15

Group:4988 Translocation:False
chr2	173344277	+	chr2	173344277	-	24
chr2	173372025	+	chr2	173372025	-	21
chr2	173456453	+	chr2	173456453	-	24

Group:4989 Translocation:False
chr2	173638195	+	chr2	173638195	-	28

Group:4990 Translocation:False
chr2	173815187	+	chr2	173815187	-	16

Group:4991 Translocation:False
chr2	174454815	+	chr2	174454815	-	20

Group:4992 Translocation:False
chr2	174768229	+	chr2	174768229	-	20

Group:4993 Translocation:False
chr2	174871204	+	chr2	174871204	-	21

Group:4994 Translocation:False
chr2	175753918	+	chr2	175753918	-	12
chr2	175841783	+	chr2	175841783	-	20
chr2	175860469	+	chr2	175860469	-	14

Group:4995 Translocation:False
chr2	176373545	+	chr2	176373545	-	17
chr2	176451811	+	chr2	176451811	-	18

Group:4996 Translocation:False
chr2	176552148	+	chr2	176552148	-	27

Group:4997 Translocation:False
chr2	176779724	+	chr2	176779724	-	32
chr2	176810540	+	chr2	176810540	-	19

Group:4998 Translocation:False
chr2	177297969	+	chr2	177297969	-	18

Group:4999 Translocation:False
chr2	177450964	+	chr2	177450964	-	22
chr2	177453985	+	chr2	177453985	-	24
chr2	177486726	+	chr2	177486726	-	19

Group:5000 Translocation:False
chr2	177784213	+	chr2	177784213	-	25
chr2	177811517	+	chr2	177811517	-	31
chr2	177812991	+	chr2	177812991	-	32

Group:5001 Translocation:False
chr2	178044350	+	chr2	178044350	-	16

Group:5002 Translocation:False
chr2	178252198	+	chr2	178252198	-	13

Group:5003 Translocation:True
chr2	178677335	+	chr2	178677335	-	25
chr2	178757177	+	chr2	178757177	-	22
chr2	178789850	-	chr13	32802898	-	34
chr13	32802898	+	chr2	178789850	+	30

Group:5004 Translocation:False
chr2	178981636	+	chr2	178981636	-	15
chr2	179015551	+	chr2	179015551	-	17
chr2	179065484	+	chr2	179065484	-	18
chr2	179015555	+	chr2	179015555	-	17

Group:5005 Translocation:False
chr2	179301864	+	chr2	179301864	-	28

Group:5006 Translocation:False
chr2	179475727	+	chr2	179475727	-	25
chr2	179493492	+	chr2	179493492	-	21
chr2	179493754	+	chr2	179493754	-	20

Group:5007 Translocation:True
chr2	180164433	-	chr5	21814160	-	17
chr5	21814160	+	chr2	180164433	+	35

Group:5008 Translocation:False
chr2	180453598	+	chr2	180453598	-	30
chr2	180507331	+	chr2	180507331	-	25

Group:5009 Translocation:False
chr2	180702076	+	chr2	180702076	-	25

Group:5010 Translocation:False
chr2	180873533	+	chr2	180873533	-	14

Group:5011 Translocation:False
chr2	181016003	+	chr2	181016003	-	22
chr2	181021562	+	chr2	181021562	-	22

Group:5012 Translocation:False
chr2	182264903	+	chr2	182264903	-	14

Group:5013 Translocation:False
chr2	182627012	+	chr2	182627012	-	26
chr2	182627014	+	chr2	182627014	-	26

Group:5014 Translocation:False
chr2	183270189	+	chr2	183270189	-	25
chr2	183283832	+	chr2	183283832	-	25
chr2	183354332	+	chr2	183354332	-	18

Group:5015 Translocation:False
chr2	184327523	+	chr2	184327523	-	14
chr2	184327526	+	chr2	184327526	-	14

Group:5016 Translocation:False
chr2	184531519	+	chr2	184531519	-	20

Group:5017 Translocation:False
chr2	185052583	+	chr2	185052583	-	25

Group:5018 Translocation:False
chr2	186174276	+	chr2	186174276	-	25
chr2	186237733	+	chr2	186237733	-	22
chr2	186261772	+	chr2	186261772	-	18
chr2	186278533	+	chr2	186278533	-	23

Group:5019 Translocation:False
chr2	186605755	+	chr2	186605755	-	18
chr2	186605873	+	chr2	186605873	-	18

Group:5020 Translocation:False
chr2	186799109	+	chr2	186799109	-	19

Group:5021 Translocation:False
chr2	187161223	+	chr2	187161223	-	16

Group:5022 Translocation:False
chr2	188148615	+	chr2	188148615	-	23

Group:5023 Translocation:False
chr2	188261669	+	chr2	188261669	-	13
chr2	188308067	+	chr2	188308067	-	16

Group:5024 Translocation:False
chr2	189094647	+	chr2	189094647	-	27

Group:5025 Translocation:False
chr2	189841823	+	chr2	189841823	-	19

Group:5026 Translocation:False
chr2	190137907	+	chr2	190137907	-	24

Group:5027 Translocation:False
chr2	190430864	+	chr2	190430864	-	17

Group:5028 Translocation:False
chr2	190613974	+	chr2	190613974	-	12
chr2	190690012	+	chr2	190690012	-	15

Group:5029 Translocation:False
chr2	190834838	+	chr2	190834838	-	28

Group:5030 Translocation:False
chr2	191125497	+	chr2	191125497	-	20

Group:5031 Translocation:False
chr2	191260254	+	chr2	191260254	-	16

Group:5032 Translocation:False
chr2	191398209	+	chr2	191398209	-	23

Group:5033 Translocation:False
chr2	191742046	+	chr2	191742046	-	21

Group:5034 Translocation:False
chr2	191975326	+	chr2	191975326	-	12
chr2	192075308	+	chr2	192075308	-	23

Group:5035 Translocation:False
chr2	192459031	+	chr2	192459031	-	23
chr2	192513303	+	chr2	192513303	-	35

Group:5036 Translocation:False
chr2	193098310	+	chr2	193098310	-	21

Group:5037 Translocation:False
chr2	193410971	+	chr2	193410971	-	20

Group:5038 Translocation:False
chr2	193514374	+	chr2	193514374	-	31

Group:5039 Translocation:False
chr2	193680303	+	chr2	193680303	-	17
chr2	193701794	+	chr2	193701794	-	20

Group:5040 Translocation:False
chr2	194058377	+	chr2	194058377	-	14
chr2	194106852	+	chr2	194106852	-	34

Group:5041 Translocation:False
chr2	194249232	+	chr2	194249232	-	27

Group:5042 Translocation:False
chr2	194353937	+	chr2	194353937	-	31
chr2	194362306	+	chr2	194362306	-	31

Group:5043 Translocation:False
chr2	194463217	+	chr2	194463217	-	22
chr2	194463822	+	chr2	194463822	-	23
chr2	194492432	+	chr2	194492432	-	22
chr2	194464693	+	chr2	194464693	-	23
chr2	194507523	+	chr2	194507523	-	25

Group:5044 Translocation:False
chr2	195117440	+	chr2	195117440	-	21

Group:5045 Translocation:False
chr2	195296717	+	chr2	195296717	-	33
chr2	195314712	+	chr2	195314712	-	28

Group:5046 Translocation:False
chr2	195625243	+	chr2	195625243	-	22

Group:5047 Translocation:False
chr2	195990896	+	chr2	195990896	-	22
chr2	195990970	+	chr2	195990970	-	22
chr2	196088890	+	chr2	196088890	-	21

Group:5048 Translocation:False
chr2	196278132	+	chr2	196278132	-	27

Group:5049 Translocation:False
chr2	196507176	+	chr2	196507176	-	28

Group:5050 Translocation:False
chr2	196721361	+	chr2	196721361	-	15

Group:5051 Translocation:False
chr2	197616309	+	chr2	197616309	-	17

Group:5052 Translocation:False
chr2	197807408	+	chr2	197807408	-	26
chr2	197898724	+	chr2	197898724	-	26
chr2	197922724	+	chr2	197922724	-	30

Group:5053 Translocation:False
chr2	198849082	+	chr2	198849082	-	25

Group:5054 Translocation:False
chr2	199017306	+	chr2	199017306	-	24

Group:5055 Translocation:False
chr2	200330213	+	chr2	200330213	-	25

Group:5056 Translocation:False
chr2	200468364	+	chr2	200468364	-	27

Group:5057 Translocation:False
chr2	200657165	+	chr2	200657165	-	29

Group:5058 Translocation:False
chr2	200783565	+	chr2	200783565	-	33

Group:5059 Translocation:False
chr2	201284701	+	chr2	201284701	-	17
chr2	201323784	+	chr2	201323784	-	17
chr2	201414933	+	chr2	201414933	-	19

Group:5060 Translocation:False
chr2	201766722	+	chr2	201766722	-	27
chr2	201857248	+	chr2	201857248	-	28
chr2	201933089	+	chr2	201933089	-	23

Group:5061 Translocation:False
chr2	202535025	+	chr2	202535025	-	26
chr2	202545212	+	chr2	202545212	-	31
chr2	202577538	+	chr2	202577538	-	21

Group:5062 Translocation:False
chr2	202847703	+	chr2	202847703	-	26

Group:5063 Translocation:True
chr2	203648803	+	chr2	203648803	-	19
chr2	203705875	+	chr2	203705875	-	18
chr13	22392781	-	chr2	203747118	+	47
chr2	203747118	-	chr13	22392781	+	36

Group:5064 Translocation:False
chr2	204274150	+	chr2	204274150	-	27

Group:5065 Translocation:False
chr2	204418853	+	chr2	204418853	-	38

Group:5066 Translocation:False
chr2	204998460	+	chr2	204998460	-	30

Group:5067 Translocation:False
chr2	205345784	+	chr2	205345784	-	18
chr2	205380896	+	chr2	205380896	-	27
chr2	205422849	+	chr2	205422849	-	29
chr2	205383105	+	chr2	205383105	-	27

Group:5068 Translocation:False
chr2	205652476	+	chr2	205652476	-	18
chr2	205702149	+	chr2	205702149	-	19

Group:5069 Translocation:False
chr2	205818823	+	chr2	205818823	-	31
chr2	205818823	+	chr2	205818823	-	31

Group:5070 Translocation:False
chr2	206375250	+	chr2	206375250	-	24

Group:5071 Translocation:False
chr2	207468358	+	chr2	207468358	-	35
chr2	207472143	+	chr2	207472143	-	30

Group:5072 Translocation:False
chr2	207607677	+	chr2	207607677	-	18
chr2	207667867	+	chr2	207667867	-	19

Group:5073 Translocation:False
chr2	208098597	+	chr2	208098597	-	15
chr2	208195355	+	chr2	208195355	-	27

Group:5074 Translocation:False
chr2	208534096	+	chr2	208534096	-	17

Group:5075 Translocation:False
chr2	209089247	+	chr2	209089247	-	29

Group:5076 Translocation:False
chr2	209787157	+	chr2	209787157	-	28

Group:5077 Translocation:False
chr2	209903533	+	chr2	209903533	-	25
chr2	209956305	+	chr2	209956305	-	25

Group:5078 Translocation:False
chr2	210214467	+	chr2	210214467	-	20

Group:5079 Translocation:False
chr2	211135207	+	chr2	211135207	-	29
chr2	211208635	+	chr2	211208635	-	22

Group:5080 Translocation:False
chr2	211515912	+	chr2	211515912	-	25

Group:5081 Translocation:False
chr2	211772917	+	chr2	211772917	-	28

Group:5082 Translocation:False
chr2	212003215	+	chr2	212003215	-	21
chr2	212060587	+	chr2	212060587	-	21

Group:5083 Translocation:False
chr2	212331058	+	chr2	212331058	-	27

Group:5084 Translocation:False
chr2	212549139	+	chr2	212549139	-	32

Group:5085 Translocation:False
chr2	212763601	+	chr2	212763601	-	23
chr2	212798914	+	chr2	212798914	-	18
chr2	212864426	+	chr2	212864426	-	15

Group:5086 Translocation:False
chr2	213306364	+	chr2	213306364	-	19

Group:5087 Translocation:True
chr2	213489339	+	chr11	65126758	+	29
chr11	65126758	-	chr2	213489339	-	22

Group:5088 Translocation:True
chr2	213754684	+	chr2	213754684	-	26
chr2	213833476	+	chr2	213833476	-	24
chr2	213860436	+	chr2	213860436	-	22
chr2	213869264	+	chr2	213869264	-	24
chr2	213949178	+	chr2	213949178	-	21
chr2	213980172	-	chr3	128190053	+	26
chr3	128190053	-	chr2	213980172	+	34

Group:5089 Translocation:False
chr2	214319210	+	chr2	214319210	-	25
chr2	214352558	+	chr2	214352558	-	23

Group:5090 Translocation:False
chr2	214496242	+	chr2	214496242	-	31

Group:5091 Translocation:False
chr2	214989187	+	chr2	214989187	-	28

Group:5092 Translocation:False
chr2	215094232	+	chr2	215094232	-	24

Group:5093 Translocation:False
chr2	215200000	+	chr2	215200000	-	29
chr2	215279835	+	chr2	215279835	-	28

Group:5094 Translocation:False
chr2	215593097	+	chr2	215593097	-	30
chr2	215608993	+	chr2	215608993	-	23
chr2	215651500	+	chr2	215651500	-	27
chr2	215609003	+	chr2	215609003	-	23

Group:5095 Translocation:False
chr2	215919784	+	chr2	215919784	-	31
chr2	215933865	+	chr2	215933865	-	26
chr2	216031690	+	chr2	216031690	-	29
chr2	216031691	+	chr2	216031691	-	29

Group:5096 Translocation:False
chr2	216226564	+	chr2	216226564	-	15

Group:5097 Translocation:False
chr2	216354935	+	chr2	216354935	-	27
chr2	216374777	+	chr2	216374777	-	28
chr2	216382784	+	chr2	216382784	-	28

Group:5098 Translocation:False
chr2	216766166	+	chr2	216766166	-	31
chr2	216785253	+	chr2	216785253	-	15
chr2	216821690	+	chr2	216821690	-	20

Group:5099 Translocation:False
chr2	217210244	+	chr2	217210244	-	27

Group:5100 Translocation:False
chr2	217316034	+	chr2	217316034	-	24
chr2	217400357	+	chr2	217400357	-	21
chr2	217440982	+	chr2	217440982	-	18
chr2	217457412	+	chr2	217457412	-	23
chr2	217551274	+	chr2	217551274	-	27

Group:5101 Translocation:False
chr2	217706592	+	chr2	217706592	-	28
chr2	217706650	+	chr2	217706650	-	27
chr2	217805612	+	chr2	217805612	-	28
chr2	217809324	+	chr2	217809324	-	22
chr2	217809506	+	chr2	217809506	-	22

Group:5102 Translocation:False
chr2	218082955	+	chr2	218082955	-	17

Group:5103 Translocation:False
chr2	218333970	+	chr2	218333970	-	21

Group:5104 Translocation:False
chr2	218496602	+	chr2	218496602	-	14
chr2	218557668	+	chr2	218557668	-	22

Group:5105 Translocation:False
chr2	218845892	+	chr2	218845892	-	27
chr2	218846808	+	chr2	218846808	-	24

Group:5106 Translocation:False
chr2	219270703	+	chr2	219270703	-	21
chr2	219294493	+	chr2	219294493	-	23
chr2	219389832	+	chr2	219389832	-	21

Group:5107 Translocation:False
chr2	220008592	+	chr2	220008592	-	21
chr2	220013198	+	chr2	220013198	-	20
chr2	220073192	+	chr2	220073192	-	27
chr2	220071658	+	chr2	220071658	-	27

Group:5108 Translocation:False
chr2	220222725	+	chr2	220222725	-	23
chr2	220233650	+	chr2	220233650	-	20

Group:5109 Translocation:False
chr2	220413506	+	chr2	220413506	-	19
chr2	220425900	+	chr2	220425900	-	15

Group:5110 Translocation:False
chr2	220536877	+	chr2	220536877	-	31

Group:5111 Translocation:False
chr2	220639029	+	chr2	220639029	-	28

Group:5112 Translocation:False
chr2	221152276	+	chr2	221152276	-	16

Group:5113 Translocation:False
chr2	221417161	+	chr2	221417161	-	22

Group:5114 Translocation:False
chr2	221566969	+	chr2	221566969	-	33
chr2	221579773	+	chr2	221579773	-	21

Group:5115 Translocation:False
chr2	222116231	+	chr2	222116231	-	23

Group:5116 Translocation:False
chr2	222816602	+	chr2	222816602	-	29
chr2	222826681	+	chr2	222826681	-	16

Group:5117 Translocation:False
chr2	222969505	+	chr2	222969505	-	18
chr2	223018150	+	chr2	223018150	-	20
chr2	223042008	+	chr2	223042008	-	19
chr2	223082747	+	chr2	223082747	-	20

Group:5118 Translocation:False
chr2	223484746	+	chr2	223484746	-	39

Group:5119 Translocation:False
chr2	223617199	+	chr2	223617199	-	26

Group:5120 Translocation:False
chr2	223723284	+	chr2	223723284	-	27
chr2	223746999	+	chr2	223746999	-	39
chr2	223775012	+	chr2	223775012	-	26

Group:5121 Translocation:False
chr2	223969553	+	chr2	223969553	-	21

Group:5122 Translocation:False
chr2	224325875	+	chr2	224325875	-	26
chr2	224418682	+	chr2	224418682	-	22

Group:5123 Translocation:False
chr2	224974801	+	chr2	224974801	-	20

Group:5124 Translocation:False
chr2	225249873	+	chr2	225249873	-	20

Group:5125 Translocation:False
chr2	225783402	+	chr2	225783402	-	24

Group:5126 Translocation:False
chr2	225942433	+	chr2	225942433	-	23
chr2	225942444	+	chr2	225942444	-	23

Group:5127 Translocation:False
chr2	226453365	+	chr2	226453365	-	25
chr2	226485969	+	chr2	226485969	-	32
chr2	226514470	+	chr2	226514470	-	27

Group:5128 Translocation:False
chr2	226656425	+	chr2	226656425	-	32
chr2	226715769	+	chr2	226715769	-	28
chr2	226728076	+	chr2	226728076	-	24

Group:5129 Translocation:False
chr2	227041899	+	chr2	227041899	-	26

Group:5130 Translocation:False
chr2	227202854	+	chr2	227202854	-	32

Group:5131 Translocation:False
chr2	227428244	+	chr2	227428244	-	22
chr2	227458542	+	chr2	227458542	-	27

Group:5132 Translocation:False
chr2	227762559	+	chr2	227762559	-	22
chr2	227777895	+	chr2	227777895	-	23
chr2	227803604	+	chr2	227803604	-	37

Group:5133 Translocation:False
chr2	228119456	+	chr2	228119456	-	20

Group:5134 Translocation:False
chr2	228263859	+	chr2	228263859	-	24

Group:5135 Translocation:False
chr2	228393427	+	chr2	228393427	-	21
chr2	228411815	+	chr2	228411815	-	23

Group:5136 Translocation:False
chr2	228618949	+	chr2	228618949	-	25
chr2	228665922	+	chr2	228665922	-	32

Group:5137 Translocation:True
chr2	229368064	-	chr19	24405944	+	33
chr2	229369425	+	chr2	229369425	-	31
chr19	24405944	-	chr2	229368064	+	61

Group:5138 Translocation:False
chr2	230119239	+	chr2	230119239	-	16
chr2	230146065	+	chr2	230146065	-	17

Group:5139 Translocation:False
chr2	230497613	+	chr2	230497613	-	32
chr2	230499508	+	chr2	230499508	-	32

Group:5140 Translocation:False
chr2	230855237	+	chr2	230855237	-	28
chr2	230933158	+	chr2	230933158	-	28
chr2	230937443	+	chr2	230937443	-	24
chr2	231005580	+	chr2	231005580	-	32

Group:5141 Translocation:False
chr2	231415091	+	chr2	231415091	-	27
chr2	231473007	+	chr2	231473007	-	16
chr2	231558288	+	chr2	231558288	-	33
chr2	231578973	+	chr2	231578973	-	17
chr2	231634476	+	chr2	231634476	-	25
chr2	231615220	+	chr2	231615220	-	23

Group:5142 Translocation:False
chr2	231823187	+	chr2	231823187	-	18
chr2	231824754	+	chr2	231824754	-	13
chr2	231826217	+	chr2	231826217	-	13
chr2	231826800	+	chr2	231826800	-	13
chr2	231828569	+	chr2	231828569	-	17
chr2	231836973	+	chr2	231836973	-	16
chr2	231842717	+	chr2	231842717	-	12
chr2	231844933	+	chr2	231844933	-	13
chr2	231824754	+	chr2	231824754	-	13
chr2	231828176	+	chr2	231828176	-	17
chr2	231837349	+	chr2	231837349	-	16
chr2	231826401	+	chr2	231826401	-	12
chr2	231844757	+	chr2	231844757	-	13
chr2	231828916	+	chr2	231828916	-	17

Group:5143 Translocation:False
chr2	232159667	+	chr2	232159667	-	25
chr2	232246908	+	chr2	232246908	-	28
chr2	232247635	+	chr2	232247635	-	22
chr2	232346525	+	chr2	232346525	-	22
chr2	232389716	+	chr2	232389716	-	18

Group:5144 Translocation:False
chr2	232575245	+	chr2	232575245	-	17
chr2	232614057	+	chr2	232614057	-	19

Group:5145 Translocation:False
chr2	232886141	+	chr2	232886141	-	24
chr2	232905895	+	chr2	232905895	-	23
chr2	232907187	+	chr2	232907187	-	19
chr2	232995356	+	chr2	232995356	-	19
chr2	232993154	+	chr2	232993154	-	18
chr2	232995389	+	chr2	232995389	-	20
chr2	233086146	+	chr2	233086146	-	24
chr2	233137985	+	chr2	233137985	-	25
chr2	233176489	+	chr2	233176489	-	20

Group:5146 Translocation:False
chr2	233397045	+	chr2	233397045	-	29

Group:5147 Translocation:False
chr2	233757535	+	chr2	233757535	-	19
chr2	233790603	+	chr2	233790603	-	19

Group:5148 Translocation:False
chr2	233896080	+	chr2	233896080	-	26

Group:5149 Translocation:False
chr2	234402536	+	chr2	234402536	-	25
chr2	234419274	+	chr2	234419274	-	22
chr2	234439512	+	chr2	234439512	-	23
chr2	234514744	+	chr2	234514744	-	23
chr2	234540861	+	chr2	234540861	-	20
chr2	234638091	+	chr2	234638091	-	30

Group:5150 Translocation:False
chr2	234803604	+	chr2	234803604	-	22

Group:5151 Translocation:False
chr2	235010812	+	chr2	235010812	-	33
chr2	235038241	+	chr2	235038241	-	27

Group:5152 Translocation:False
chr2	235169314	+	chr2	235169314	-	26

Group:5153 Translocation:False
chr2	235302214	+	chr2	235302214	-	25
chr2	235365287	+	chr2	235365287	-	35
chr2	235410588	+	chr2	235410588	-	23
chr2	235426841	+	chr2	235426841	-	25
chr2	235488074	+	chr2	235488074	-	28
chr2	235536254	+	chr2	235536254	-	30

Group:5154 Translocation:False
chr2	235765031	+	chr2	235765031	-	31
chr2	235802998	+	chr2	235802998	-	21

Group:5155 Translocation:False
chr2	235910216	+	chr2	235910216	-	22

Group:5156 Translocation:False
chr2	236354245	+	chr2	236354245	-	31

Group:5157 Translocation:False
chr2	236849235	+	chr2	236849235	-	35
chr2	236887595	+	chr2	236887595	-	25
chr2	236924245	+	chr2	236924245	-	18
chr2	236892138	+	chr2	236892138	-	30

Group:5158 Translocation:False
chr2	237206142	+	chr2	237206142	-	31
chr2	237282688	+	chr2	237282688	-	19

Group:5159 Translocation:False
chr2	237524309	+	chr2	237524309	-	27
chr2	237531310	+	chr2	237531310	-	22
chr2	237543822	+	chr2	237543822	-	13
chr2	237544525	+	chr2	237544525	-	15
chr2	237598170	+	chr2	237598170	-	20
chr2	237543667	+	chr2	237543667	-	13
chr2	237547828	+	chr2	237547828	-	18
chr2	237544200	+	chr2	237544200	-	13
chr2	237610917	+	chr2	237610917	-	24

Group:5160 Translocation:False
chr2	238098632	+	chr2	238098632	-	13
chr2	238098635	+	chr2	238098635	-	12
chr2	238118779	+	chr2	238118779	-	12
chr2	238110726	+	chr2	238110726	-	18

Group:5161 Translocation:False
chr2	238398194	+	chr2	238398194	-	22
chr2	238411048	+	chr2	238411048	-	23

Group:5162 Translocation:False
chr2	238637907	+	chr2	238637907	-	19

Group:5163 Translocation:False
chr2	238767585	+	chr2	238767585	-	24
chr2	238769361	+	chr2	238769361	-	24
chr2	238777437	+	chr2	238777437	-	22

Group:5164 Translocation:False
chr2	238904164	+	chr2	238904164	-	19
chr2	238909034	+	chr2	238909034	-	27
chr2	238909224	+	chr2	238909224	-	24
chr2	238909036	+	chr2	238909036	-	26
chr2	238961697	+	chr2	238961697	-	20

Group:5165 Translocation:False
chr2	239124769	+	chr2	239124769	-	24

Group:5166 Translocation:False
chr2	239602825	+	chr2	239602825	-	17

Group:5167 Translocation:False
chr2	239733187	+	chr2	239733187	-	16
chr2	239737418	+	chr2	239737418	-	20
chr2	239738167	+	chr2	239738167	-	20
chr2	239737943	+	chr2	239737943	-	20

Group:5168 Translocation:True
chr2	239899255	+	chr2	239899255	-	25
chr2	239941914	-	chrX	151506832	-	17
chrX	151506832	+	chr2	239941914	+	16

Group:5169 Translocation:False
chr2	240073010	+	chr2	240073010	-	20

Group:5170 Translocation:False
chr2	240190701	+	chr2	240190701	-	23

Group:5171 Translocation:False
chr2	240354338	+	chr2	240354338	-	29
chr2	240440825	+	chr2	240440825	-	30
chr2	240527763	+	chr2	240527763	-	21
chr2	240623500	+	chr2	240623500	-	20
chr2	240625958	+	chr2	240625958	-	17
chr2	240625637	+	chr2	240625637	-	15
chr2	240632049	+	chr2	240632049	-	23
chr2	240661061	+	chr2	240661061	-	28
chr2	240626180	+	chr2	240626180	-	18
chr2	240641704	+	chr2	240641704	-	27
